_type,Stream Name,ProviderCodes,Ratings,NtworkId,Stream_Id,udbServiceId,CC Status,SAP Status,Live_Stream_URL,Playback_URL
TVE/Linear/Stream,VH1,bq,TVPG,9029961551727482123,8275763361120419163,MH0000060679,True,True,http://xfinitytv.comcast.net/live/network/vh1,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/VH1HD_HD_TVE_17355_0_8275763361120419163/index.m3u8
TVE/Linear/Stream,BET,bl,TVPG,5712861254097216123,8021826445024063163,MH0000060674,True,False,http://xfinitytv.comcast.net/live/network/bet,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/BETD_HD_TVE_18170_0_8021826445024063163/index.m3u8
TVE/Linear/Stream,Palladia,bu,TVPG,5000609928260137123,7745843366536782163,MH0000060682,True,True,http://xfinitytv.comcast.net/live/network/palladia,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/PLDHD_HD_TVE_13551_0_7745843366536782163/index.m3u8
TVE/Linear/Stream,NBC UNIVERSO,jv,TV14,484,7260818659469879163,MSTR7260818659469879,True,False,http://xfinitytv.comcast.net/live/network/nbcuniverso,http://dai.cimcontent.net/TVE/HLS/MUN2_SD_TVE_12136_0_7260818659469879163/index.m3u8?vservv=live&ProviderId=xfinitytv.com&AssetId=MSTR7260818659469879&DeviceId=x
TVE/Linear/Stream,Movieplex,bi,TVMA,278,6474185251888979163,MH0000060662,True,True,http://xfinitytv.comcast.net/live/network/movieplex,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/PLEXD_HD_TVE_24947_0_6474185251888979163/index.m3u8
TVE/Linear/Stream,TCM,cg,TVMA,32,7980397738923330163,MH0000060889,True,True,http://xfinitytv.comcast.net/live/network/tcm,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/TCMHD_HD_TVE_18333_0_7980397738923330163/index.m3u8
TVE/Linear/Stream,Encore,h,TVMA,244,7786686934593491163,MH0000010006,True,True,http://xfinitytv.comcast.net/live/network/encore,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/ENCHD_HD_TVE_16127_0_7786686934593491163/index.m3u8
TVE/Linear/Stream,Encore Action,h,TVMA,5977950940122323123,5610695941608394163,MH0000010006,True,True,http://xfinitytv.comcast.net/live/network/encoreaction,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/ENCA_SD_TVE_12045_0_5610695941608394163/index.m3u8
TVE/Linear/Stream,Encore Family,h,TV14,5351139231442997123,5085822780456933163,MH0000010006,True,True,http://xfinitytv.comcast.net/live/network/encorefamily,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/ENCFA_SD_TVE_12043_0_5085822780456933163/index.m3u8
TVE/Linear/Stream,Encore Suspense,h,TVMA,8538161559801332123,6859980797430678163,MH0000010006,True,True,http://xfinitytv.comcast.net/live/network/encoresuspense,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/ENCSU_HD_TVE_25062_0_6859980797430678163/index.m3u8
TVE/Linear/Stream,Encore Black,h,TVMA,7244024458937779123,5820280790031360163,MH0000010006,True,True,http://xfinitytv.comcast.net/live/network/encoreblack,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/ENCRB_SD_TVE_12040_0_5820280790031360163/index.m3u8
TVE/Linear/Stream,Encore en Espanol,h,TVMA,5785601057236574123,8777724493917580163,MH0000010006,True,True,http://xfinitytv.comcast.net/live/network/encoreenespanol,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/ENCES_SD_TVE_23561_0_8777724493917580163/index.m3u8
TVE/Linear/Stream,HBO,d,TVMA,56,5472624192174078163,MH0000060662,True,True,http://xfinitytv.comcast.net/live/network/hbo,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/HBOHD_HD_TVE_15152_0_5472624192174078163/index.m3u8
TVE/Linear/Stream,Cinemax,g,TVMA,45,8621049422542808163,MH0000010005,True,True,http://xfinitytv.comcast.net/live/network/cinemax,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/MAXHD_HD_TVE_11750_0_8621049422542808163/index.m3u8
TVE/Linear/Stream,Showtime,e,TVMA,112,5946447730079807163,MH0000010002,True,True,http://xfinitytv.comcast.net/live/network/showtime,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/SHOHD_HD_TVE_10911_0_5946447730079807163/index.m3u8
TVE/Linear/Stream,Showtime 2,e,TVMA,8223212967218478123,8051881874586198163,MH0000010002,True,True,http://xfinitytv.comcast.net/live/network/showtime2,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/SHO2D_HD_TVE_16340_0_8051881874586198163/index.m3u8
TVE/Linear/Stream,Showtime Beyond,e,TVMA,4747668615874696123,7226280357781800163,MH0000010002,True,True,http://xfinitytv.comcast.net/live/network/showtimebeyond,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/SHBYD_HD_TVE_19246_0_7226280357781800163/index.m3u8
TVE/Linear/Stream,Showtime Showcase,e,TVMA,8716143218299198123,7666724489173337163,MH0000010002,True,True,http://xfinitytv.comcast.net/live/network/showtimeshowcase,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/SHOCD_HD_TVE_17282_0_7666724489173337163/index.m3u8
TVE/Linear/Stream,Showtime Extreme,e,TVMA,6762769660458089123,8061548855224099163,MH0000010002,True,True,http://xfinitytv.comcast.net/live/network/showtimeextreme,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/SHOXD_HD_TVE_17284_0_8061548855224099163/index.m3u8
TVE/Linear/Stream,Showtime Women,e,TVMA,5935140331893986123,7927145844397772163,MH0000010002,True,True,http://xfinitytv.comcast.net/live/network/showtimewomen,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/SHOWD_HD_TVE_19304_0_7927145844397772163/index.m3u8
TVE/Linear/Stream,Showtime Family,e,TV14,5087137135984600123,5111634339055137163,MH0000010002,True,True,http://xfinitytv.comcast.net/live/network/showtimefamily,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/SHOFe_SD_TVE_10475_0_5111634339055137163/index.m3u8
TVE/Linear/Stream,Showtime Next,e,TVMA,4822682091563504123,8398303329436259163,MH0000010002,True,True,http://xfinitytv.comcast.net/live/network/showtimenext,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/SHOND_HD_TVE_19306_0_8398303329436259163/index.m3u8
TVE/Linear/Stream,Starz,f,TVMA,90,8616725341377719163,MH0000010003,True,True,http://xfinitytv.comcast.net/live/network/starz,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/STZHD_HD_TVE_11716_0_8616725341377719163/index.m3u8
TVE/Linear/Stream,Starz Edge,f,TVMA,7324960365217228123,4696354068600397163,MH0000010303,True,True,http://xfinitytv.comcast.net/live/network/starzedge,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/STZE_SD_TVE_12037_0_4696354068600397163/index.m3u8
TVE/Linear/Stream,Starz In Black,f,TVMA,8402923913714336123,8869618193667289163,MH0000010303,True,True,http://xfinitytv.comcast.net/live/network/starzinblack,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/STZB_SD_TVE_4307_0_8869618193667289163/index.m3u8
TVE/Linear/Stream,Starz Kids & Family,f,TVY,8552400933725190123,6263871685002421163,MH0000010303,True,True,http://xfinitytv.comcast.net/live/network/starzkidsfamily,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/STZK_SD_TVE_10063_0_6263871685002421163/index.m3u8
TVE/Linear/Stream,Starz Cinema,f,TVMA,5553537504959697123,6892846710612644163,MH0000010303,True,True,http://xfinitytv.comcast.net/live/network/starzcinema,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/STZCI_SD_TVE_10065_0_6892846710612644163/index.m3u8
TVE/Linear/Stream,Starz Comedy,f,TVMA,8941490907074086123,8666528165464630163,MH0000010303,True,True,http://xfinitytv.comcast.net/live/network/starzcomedy,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/STZC_SD_TVE_11714_0_8666528165464630163/index.m3u8
